,rewire_id,lime_output_token,SHAP_value_token,lime_output_target,SHAP_value_target,True_count_tokens,True_count_target,SHAP_token_count,ratio_SHAP_token_detection,SHAP_token_FN,SHAP_token_FP,SHAP_token_TP,SHAP_token_precision,SHAP_token_recall,SHAP_token_f1,SHAP_target_count,ratio_SHAP_target_detection,SHAP_target_TP,SHAP_target_FP,SHAP_target_FN,SHAP_target_precision,SHAP_target_recall,SHAP_target_f1,lime_tokens_count,ratio_LIME_token_detection,lime_token_TP,lime_token_FP,lime_token_FN,lime_token_precision,lime_token_recall,lime_token_f1,lime_target_count,ratio_LIME_target_detection,lime_target_TP,lime_target_FP,lime_target_FN,lime_target_precision,lime_target_recall,lime_target_f1
126,sexism2022_english-15860,"[(""girl"", 0.15805443332153918), (""like"", 0.15548228332987887), (""porks"", 0.06997300907345841), (""mouth"", 0.06826051193641221), (""throw"", 0.06487439339383202), (""give"", 0.06297702250613561), (""stick"", 0.06162289807156674), (""door"", 0.04647197023377917), (""apple"", -0.015876183493815747), (""beans"", -0.016166858814969223)]","[""like "", ""girl "", ""give "", ""porks "", ""beans "", ""apple ""]","[(""girl"", 0.01950666731737153), (""apple"", 0.017706734591517583), (""throw"", 0.01627098545352833), (""give"", 0.015483035746818627), (""like"", 0.01359058176529783), (""door"", 0.012529256234171091), (""mouth"", 0.00961598391523992), (""stick"", 0.008682469631726603), (""beans"", 0.0058526914856393214), (""porks"", 0.003203434828201747)]","["""", ""when "", ""i "", ""don"", ""t "", ""like "", ""a "", ""girl"", "", "", ""who "", ""is "", ""not "", ""right"", ""for "", ""me"", "": "", ""i "", ""give "", ""her "", ""a "", ""can "", ""of "", ""p"", ""orks "", ""and "", ""beans"", "", "", ""stick "", ""an "", ""apple "", ""in "", ""her "", ""mouth"", "", "", ""and "", ""throw "", ""her "", ""out "", ""the "", ""door"", ""."", """"]",6.0,1.0,1.0,0.16666666666666666,5.0,5.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,2.0,0.3333333333333333,2.0,8.0,3.0,0.2,0.4,0.26666666666666666,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
127,sexism2022_english-15696,"[(""whores"", 0.7853961493821972), (""women"", 0.2372292586373017), (""lying"", 0.22719383667523937), (""stop"", 0.20283174370069176)]","[""women "", ""lying "", ""whores""]","[(""whores"", 0.05139864438721169), (""lying"", 0.05096792209805154), (""women"", 0.010536100716331973), (""stop"", 0.008746990273609007)]","["""", ""or "", ""women "", ""can "", ""stop "", ""being "", ""lying "", ""wh"", ""ores"", ""."", """"]",6.0,1.0,3.0,0.5,3.0,0.0,3.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,8.0,0.0,0.1111111111111111,1.0,0.19999999999999998,4.0,0.6666666666666666,4.0,0.0,2.0,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,3.0,0.0,0.25,1.0,0.4
130,sexism2022_english-8476,"[(""feminism"", 0.12155619475121944), (""world"", 0.09664511848205574), (""balls"", 0.08700043732169087), (""yet"", 0.07721233583415232), (""women"", 0.07295860422230063), (""strange"", 0.0421826307722394), (""daughters"", 0.03360508234331727), (""vastly"", -0.029404350565769646), (""numbers"", -0.052200405350037456), (""developing"", -0.0953754064032476)]","[""yet "", ""developing "", ""seemingly "", ""balls "", ""go "", ""stem "", ""vastly "", ""higher "", ""first "", ""world "", ""feminism "", ""strange""]","[(""world"", 0.02958181396048971), (""women"", 0.022249532323069553), (""feminism"", 0.02030018857305226), (""developing"", 0.015239119677719161), (""yet"", 0.015121284565919968), (""seemingly"", 0.014478817733322763), (""vastly"", 0.009480186680256646), (""balls"", 0.00876003912776884), (""go"", 0.00777097453201985), (""first"", 0.006864213802399299)]","["""", ""yet "", ""women "", ""in "", ""the "", ""developing "", ""world "", ""seemingly "", ""have "", ""the "", ""balls "", ""to "", ""go "", ""into "", ""stem "", ""in "", ""vastly "", ""higher "", ""numbers "", ""than "", ""the "", ""daughters "", ""of "", ""first "", ""world "", ""feminism"", "". "", ""very "", ""strange"", ""...."", """"]",9.0,1.0,4.0,0.4444444444444444,4.0,8.0,4.0,0.3333333333333333,0.5,0.4,1.0,1.0,1.0,24.0,0.0,0.04,1.0,0.07692307692307693,3.0,0.3333333333333333,3.0,7.0,4.0,0.3,0.42857142857142855,0.3529411764705882,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
132,sexism2022_english-3673,"[(""girls"", 0.03905971773309538), (""shit"", 0.0319511409608162), (""compicate"", 0.01194858832085686), (""teens"", 0.008452193384789967), (""sex"", 0.006886048882584317), (""late"", -0.013941496378826447), (""like"", -0.014035625616132068), (""easiest"", -0.020091890153004357)]","[""late "", ""teens "", ""like "", ""easiest "", ""compicate ""]","[(""like"", 0.028617855153223216), (""teens"", 0.02623588887864382), (""girls"", 0.023061183470115744), (""late"", 0.011867573716253788), (""shit"", 0.006825155200003512), (""compicate"", 0.006674022174329725), (""sex"", 0.003170476355127214), (""easiest"", 0.002786636991440081)]","["""", ""late "", ""teens "", ""are "", ""like "", ""the "", ""easiest "", ""girls "", ""to "", ""have "", ""sex "", ""with"", "", "", ""why "", ""comp"", ""icate "", ""shit"", ""?"", """"]",7.0,1.0,1.0,0.14285714285714285,6.0,4.0,1.0,0.2,0.14285714285714285,0.16666666666666666,1.0,1.0,1.0,16.0,0.0,0.058823529411764705,1.0,0.1111111111111111,2.0,0.2857142857142857,2.0,6.0,4.0,0.25,0.3333333333333333,0.28571428571428575,1.0,1.0,1.0,7.0,0.0,0.125,1.0,0.2222222222222222
133,sexism2022_english-13224,"[(""girls"", 0.01387347954022271), (""skills"", 0.008728636897557445), (""little"", 0.004034720961435871), (""decorating"", 0.00268070560340995), (""like"", 0.0011994536495729864), (""falling"", -0.004905041585892078), (""interior"", -0.006072598045869949)]","[""interior "", ""like "", ""girls ""]","[(""girls"", 0.028608350028671275), (""like"", 0.02783085838138187), (""falling"", 0.02548401933213904), (""decorating"", 0.02348261924733243), (""skills"", 0.020532742351908665), (""little"", 0.006319678480256939), (""interior"", 0.005977159566016266)]","["""", ""10"", ""/"", ""10 "", ""with "", ""interior "", ""decor"", ""ating "", ""skills "", ""like "", ""yours"", "", "", ""girls "", ""will "", ""be "", ""falling "", ""all "", ""over "", ""you"", "". "", ""i"", ""m "", ""falling "", ""for "", ""you "", ""a "", ""little "", ""myself"", """"]",7.0,1.0,1.0,0.14285714285714285,6.0,2.0,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0,1.0,1.0,23.0,0.0,0.041666666666666664,1.0,0.07999999999999999,1.0,0.14285714285714285,1.0,6.0,5.0,0.14285714285714285,0.16666666666666666,0.15384615384615383,1.0,1.0,1.0,6.0,0.0,0.14285714285714285,1.0,0.25
136,sexism2022_english-12662,"[(""girls"", 0.0713352956033317), (""never"", 0.060148796514738104), (""get"", 0.039501614326691054), (""tough"", 0.030352118259805175), (""say"", 0.02573559439395375), (""implication"", 0.013210973351261606), (""accompany"", 0.011962569915602643), (""go"", -0.009707793016109861), (""looking"", -0.015255850769311588), (""ask"", -0.13807288215485933)]","[""tough "", ""looking "", ""friends "", ""accompany "", ""go "", ""implication""]","[(""guy"", 0.022696425021176605), (""girls"", 0.020168984393153278), (""say"", 0.015886411528486327), (""tough"", 0.015368846449899854), (""ask"", 0.013758423047166268), (""never"", 0.01140895842651476), (""go"", 0.00861804153237842), (""implication"", 0.006760497624690105), (""looking"", 0.006457583625150394), (""friends"", 0.0028263066006429752)]","["""", ""get "", ""tough "", ""looking "", ""guy "", ""friends"", "", "", ""then "", ""have "", ""them "", ""accompany "", ""you "", ""when "", ""you "", ""go "", ""to "", ""ask "", ""out "", ""girls"", "". "", ""they"", ""ll "", ""never "", ""say "", ""no"", "", "", ""because "", ""of "", ""the "", ""implication"", ""."", """"]",8.0,1.0,1.0,0.125,7.0,5.0,1.0,0.16666666666666666,0.125,0.14285714285714288,1.0,1.0,1.0,26.0,0.0,0.037037037037037035,1.0,0.07142857142857142,3.0,0.375,3.0,7.0,5.0,0.3,0.375,0.33333333333333326,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
148,sexism2022_english-10666,"[(""nasty"", 0.6318567672039174), (""bitch"", 0.6147274447944364), (""back"", 0.012999397701153126), (""scorched"", 0.012219305712069504), (""would"", 0.01020103710125283), (""much"", 0.008420088597041636), (""go"", 0.006890121254755883), (""though"", -0.009917415367541123), (""job"", -0.012423553122076205), (""bullshit"", -0.015057952545400563)]","[""bitch "", ""spot "", ""days "", ""pull "", ""much "", ""know "", ""scorched "", ""earth "", ""would "", ""employer "", ""fully ""]","[(""bitch"", 0.03233642278289044), (""nasty"", 0.031130592654861223), (""lie"", 0.02833885534011265), (""bullshit"", 0.015521202583265638), (""would"", 0.01504826844525073), (""job"", 0.011597530753751889), (""want"", 0.010981494555910347), (""earth"", 0.010639936699906411), (""employer"", 0.00872975331882349), (""pull"", 0.007705905474350839)]","["""", ""what "", ""a "", ""nasty "", ""bitch"", "". "", ""i "", ""would"", ""’"", ""’"", ""ve "", ""failed "", ""her "", ""on "", ""the "", ""spot"", "". "", ""but "", ""these "", ""days "", ""they "", ""pull "", ""so "", ""much "", ""bullshit "", ""that "", ""they "", ""know "", ""they "", ""can "", ""lie "", ""and "", ""try "", ""to "", ""get "", ""out "", ""of "", ""it"", "". "", ""i"", ""’"", ""’"", ""d "", ""go "", ""scor"", ""ched "", ""earth "", ""though"", "". "", ""i "", ""would "", ""not "", ""want "", ""a "", ""job "", ""where "", ""my "", ""employer "", ""didn"", ""’"", ""’"", ""t "", ""fully "", ""back "", ""me"", ""."", """"]",7.0,1.0,1.0,0.14285714285714285,6.0,10.0,1.0,0.09090909090909091,0.14285714285714285,0.1111111111111111,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,9.0,6.0,0.1,0.14285714285714285,0.11764705882352941,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
149,sexism2022_english-16284,"[(""woman"", 0.026257742509402254), (""push"", 0.016052990658606648), (""excusable"", 0.014888137224795461), (""neck"", 0.010515901056004648), (""bleach"", 0.0025176296397776627), (""though"", -0.007307440785319577), (""smelt"", -0.01806424575577189), (""accident"", -0.03503803275909368)]","[""smelt "", ""neck "", ""woman "", ""woman""]","[(""woman"", 0.03128590692831667), (""bleach"", 0.031086422740776692), (""though"", 0.010737580529656683), (""neck"", 0.009231791249758656), (""push"", 0.00632934884012493), (""smelt"", 0.006280832140155386), (""excusable"", -0.0013120287953305768), (""accident"", -0.0023894284702294776)]","["""", ""an "", ""accident "", ""is "", ""an "", ""accident "", ""and "", ""exc"", ""usable"", "". "", ""if "", ""i "", ""sm"", ""elt "", ""bleach "", ""though"", "", "", ""i"", ""d "", ""push "", ""it "", ""down "", ""her "", ""neck"", "", "", ""woman "", ""or "", ""no "", ""woman"", ""!"", """"]",10.0,1.0,3.0,0.3,8.0,1.0,2.0,0.6666666666666666,0.2,0.30769230769230765,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,3.0,0.3,3.0,5.0,7.0,0.375,0.3,0.33333333333333326,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
150,sexism2022_english-16799,"[(""whore"", 0.5273686581191394), (""women"", 0.19798051221066532), (""menace"", 0.08516656799098098), (""dishrag"", 0.0630569458317858), (""society"", 0.04419355859732884), (""capitalist"", 0.03940844384869116), (""dirty"", 0.03285918888675883), (""right"", 0.027501865289588204), (""implying"", -0.018510970617699095), (""surprised"", -0.028862138419305874)]","[""implying "", ""dirty "", ""true "", ""women "", ""america""]","[(""capitalist"", 0.029737188881596092), (""whore"", 0.025469274039886216), (""dishrag"", 0.017246106576446152), (""dirty"", 0.015672457975151596), (""menace"", 0.012763951248725649), (""women"", 0.011999823321580822), (""society"", 0.008382382425504879), (""true"", 0.007877762364451693), (""right"", 0.00786497685435879), (""surprised"", -0.00966330050702636)]","["""", ""why "", ""am "", ""i "", ""not "", ""surprised "", ""that "", ""tor"", ""of"", ""a "", ""is "", ""implying "", ""that "", ""she"", ""s "", ""a "", ""dirty "", ""dish"", ""rag "", ""whore"", ""? "", ""ghost "", ""of "", ""true "", ""capitalist "", ""radio "", ""is "", ""right"", "". "", ""women "", ""are "", ""a "", ""menace "", ""to "", ""society "", ""in "", ""americ"", ""a"", ""."", """"]",11.0,2.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,3.0,0.2727272727272727,3.0,7.0,8.0,0.3,0.2727272727272727,0.28571428571428564,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0
152,sexism2022_english-18155,"[(""smell"", 0.006289676097599584), (""dying"", 0.0018008884121038136)]","[""smell ""]","[(""smell"", 0.04133876933873566), (""dying"", -0.013950903966150263)]","["" "", ""i "", ""can "", ""smell "", ""her "", ""dying "", ""from "", ""here"", ""."" , """"]",7.0,1.0,1.0,0.14285714285714285,6.0,0.0,1.0,1.0,0.14285714285714285,0.25,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.2857142857142857,2.0,0.0,5.0,1.0,0.2857142857142857,0.4444444444444445,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
162,sexism2022_english-12531,"[(""clothes"", 0.0004950377386655351), (""intentionally"", -0.00012952995192270155), (""wine"", -0.000177988170811351), (""spill"", -0.0008113175043305114), (""takes"", -0.001005975602734323), (""hope"", -0.0011311447352897208)]","[""wine "", ""hope "", ""takes "", ""clothes""]","[(""takes"", 0.023591953213796837), (""hope"", 0.018753323343501608), (""wine"", 0.018091170556799516), (""clothes"", 0.01695084825724867), (""spill"", 0.012160098914147778), (""intentionally"", 0.010612875547794142)]","["""", ""intention"", ""ally "", ""spill "", ""some "", ""wine "", ""on "", ""her "", ""and "", ""hope "", ""she "", ""takes "", ""off "", ""her "", ""clothes"", """"]",13.0,2.0,3.0,0.23076923076923078,10.0,1.0,3.0,0.75,0.23076923076923078,0.3529411764705882,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
167,sexism2022_english-2204,"[(""never"", 0.0011664745890311978), (""wrong"", 0.0005299799366176914), (""seriously"", 0.00032066431784900793), (""lol"", -0.0001885001229930855), (""lot"", -0.00023366547321576137), (""chest"", -0.0004476680752379011), (""guys"", -0.0008651744929107162), (""hair"", -0.0011956448276931315), (""wtf"", -0.001224850665877121)]","[""wtf "", ""wrong "", ""hair "", ""chest "", ""lot ""]","[(""guys"", 0.026763441288238793), (""lol"", 0.014286567551888636), (""hair"", 0.013474553663799693), (""wrong"", 0.012971850870376873), (""chest"", 0.009168960658999583), (""seriously"", 0.008836406298799055), (""lot"", 0.005743069620635521), (""wtf"", 0.003894672863306673), (""never"", -0.011136287129956521)]","["""", ""i "", ""never"", ""! "", ""seriously"", "", "", ""have "", ""you"", ""? "", ""w"", ""tf "", ""is "", ""wrong"", ""? "", ""she "", ""has "", ""more "", ""hair "", ""on "", ""her "", ""chest "", ""than "", ""a "", ""lot "", ""of "", ""guys "", ""have"", ""! "", ""lol"", """"]",14.0,1.0,3.0,0.21428571428571427,11.0,2.0,3.0,0.6,0.21428571428571427,0.3157894736842105,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
172,sexism2022_english-11830,"[(""pussy"", 0.9608055475188276), (""fuck"", 0.011800793580387903), (""grow"", 0.0043120255749070965), (""stop"", 0.003938467674687768), (""fuckin"", 0.0013664878992693571), (""tell"", -0.0015242421136886816)]","[""tell "", ""grow ""]","[(""pussy"", 0.0337884017535249), (""stop"", 0.025244446322580154), (""tell"", 0.0069220024899219424), (""fuckin"", 0.003884130196456796), (""fuck"", -0.0038298658464951344), (""grow"", -0.0059045202088986535)]","["""", ""stop "", ""being "", ""a "", ""fuckin "", ""pussy "", ""and "", ""tell "", ""her "", ""to "", ""grow "", ""the "", ""fuck "", ""up"", ""."", """"]",12.0,1.0,1.0,0.08333333333333333,11.0,1.0,1.0,0.5,0.08333333333333333,0.14285714285714285,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,3.0,0.25,3.0,3.0,9.0,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
174,sexism2022_english-18981,"[(""pussy"", 0.9357639332806316), (""fuck"", 0.021494859168720112), (""must"", 0.01721034048149065), (""grandmas"", 0.009896992026213578), (""dry"", 0.004282829403704101), (""1406"", 0.0015502370971168314), (""bce"", -0.008060444522988304)]","[""1406 "", ""bce "", ""must ""]","[(""grandmas"", 0.031002020203791548), (""pussy"", 0.02589342347158135), (""must"", 0.021801210095062286), (""dry"", 0.014925473408143248), (""fuck"", 0.010927930077430183), (""bce"", -0.001508960465839489), (""1406"", -0.012567480081812485)]","["""", ""14"", ""06 "", ""b"", ""ce"", "". "", ""your "", ""grand"", ""mas "", ""pussy "", ""must "", ""be "", ""dry "", ""as "", ""fuck"", ""!"", """"]",8.0,1.0,1.0,0.125,7.0,2.0,1.0,0.3333333333333333,0.125,0.18181818181818182,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,4.0,0.5,4.0,3.0,4.0,0.5714285714285714,0.5,0.5333333333333333,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
176,sexism2022_english-14081,"[(""femoid"", 0.14329499658174918), (""simple"", 0.14201286509429314), (""resist"", 0.04904329442330839), (""allure"", 0.024760141894387893), (""chad"", -0.07144100220130539)]","[""chad ""]","[(""femoid"", 0.05913398320212748), (""resist"", 0.013836317175524587), (""chad"", -0.0025015895766087575), (""allure"", -0.0038900197351434546), (""simple"", -0.004218698903340344)]","["""", ""a "", ""simple "", ""fem"", ""oid "", ""who "", ""can "", ""not "", ""resist "", ""ch"", ""ad"", ""s "", ""all"", ""ure"", """"]",9.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,3.0,0.3333333333333333,3.0,2.0,6.0,0.6,0.3333333333333333,0.42857142857142855,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
178,sexism2022_english-3312,"[(""npcunt"", 0.48202786147988763), (""insufferable"", 0.47447717084084007), (""sexual"", 0.1412676784374985), (""name"", 0.06588460745595648), (""harassment"", 0.05029370053188597), (""turn"", -0.0037639291253111344), (""ask"", -0.024847263792853756)]","[""ask "", ""turn "", ""sexual ""]","[(""harassment"", 0.02826934609309219), (""name"", 0.024745007978482145), (""sexual"", 0.013749258589990434), (""insufferable"", 0.010646326336300981), (""turn"", 0.010018559478700688), (""ask"", 0.006568171674052632), (""npcunt"", 0.006219872160055825)]","["""", ""an "", ""ins"", ""uffer"", ""able "", ""n"", ""pc"", ""unt"", "". "", ""she "", ""ask "", ""for "", ""his "", ""name "", ""and "", ""she "", ""turn "", ""it "", ""into "", ""sexual "", ""harassment"", ""."", """"]",3.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,6.0,2.0,0.14285714285714285,0.3333333333333333,0.2,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
180,sexism2022_english-15543,"[(""bratty"", 0.5266906781679243), (""dump"", 0.16029490195943627), (""means"", 0.07634898121057725), (""insecurity"", 0.04984182037769852), (""asap"", 0.045475649630927664), (""gross"", 0.043526820565745826), (""call"", 0.0310112264040118), (""yes"", 0.02303591458059499), (""crying"", -0.015504762996272315), (""behaviour"", -0.2500964743259342)]","[""insecurity "", ""yes "", ""sometimes "", ""means "", ""continuing "", ""even "", ""starts "", ""asap""]","[(""bratty"", 0.041777563617487384), (""crying"", 0.014040477138196058), (""behaviour"", 0.012469676147042402), (""even"", 0.012014017774520986), (""sometimes"", 0.011535803891385744), (""means"", 0.009955361115457721), (""gross"", 0.007410158650211468), (""dump"", 0.0064156222063011855), (""continuing"", 0.005992465937748759), (""call"", 0.005745914661880082)]","["""", ""in"", ""security "", ""is "", ""gross"", "". "", ""call "", ""her "", ""out "", ""on "", ""her "", ""br"", ""at"", ""ty "", ""behaviour "", ""("", ""yes"", "", "", ""sometimes "", ""this "", ""means "", ""continuing "", ""even "", ""after "", ""she "", ""starts "", ""crying"", "") "", ""or "", ""dump "", ""her "", ""as"", ""ap"", ""."", """"]",7.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,9.0,5.0,0.1,0.16666666666666666,0.125,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
184,sexism2022_english-6549,"[(""bitch"", 0.14866141535469687), (""cunt"", 0.1471286581241044), (""whore"", 0.13637601223503468), (""blind"", 0.010560959722797126), (""like"", 0.01011051919931724), (""burner"", 0.009792647425942722), (""eyes"", 0.00783004020050349), (""ripped"", 0.007251576356316742), (""coal"", -0.0058243749282310565), (""nigger"", -0.007099535622241482)]","[""meth "", ""eyes "", ""south "", ""carolina "", ""like ""]","[(""nigger"", 0.02323935215726181), (""whore"", 0.0185709839830291), (""bitch"", 0.014230942376438205), (""stinks"", 0.011258352656551505), (""head"", 0.009052413633782806), (""coal"", 0.007429208060436532), (""blind"", 0.007165012568430035), (""cunt"", 0.006937667500978002), (""like"", 0.006889674571966206), (""proof"", -0.006932713981199499)]","["" "", ""proof "", ""that "", ""the "", ""meth "", ""head "", ""bitch "", ""who "", ""ripped "", ""her "", ""own "", ""eyes "", ""out "", ""in "", ""south "", ""car"", ""olina "", ""is "", ""a "", ""coal "", ""burner"", "". "", ""now "", ""she"", ""s "", ""a "", ""blind "", ""whore "", ""with "", ""a "", ""cunt "", ""that "", ""st"", ""inks "", ""like "", ""n"", ""igger "", ""shit"", ""-"", ""st"", ""ink "", ""and "", ""aids"", ""."", """"]",24.0,2.0,3.0,0.125,20.0,2.0,3.0,0.6,0.13043478260869565,0.21428571428571427,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,7.0,0.2916666666666667,7.0,3.0,15.0,0.7,0.3181818181818182,0.4375,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0
186,sexism2022_english-10558,"[(""woman"", 0.19273268748839353), (""virgin"", 0.18965786210304741), (""moan"", 0.057584075800570955), (""lay"", 0.055475339297999894), (""ca"", 0.04823516439053757), (""need"", 0.03009011351375843), (""sex"", 0.02830783159258531), (""figure"", 0.024521024066462532), (""within"", -0.03064987726527036), (""bit"", -0.04729864866631668)]","[""ca "", ""figure "", ""within "", ""seconds "", ""moan "", ""little "", ""need "", ""good "", ""sex""]","[(""virgin"", 0.030425431215481923), (""woman"", 0.020575147379644377), (""little"", 0.012191106736884266), (""moan"", 0.011650239654769736), (""sex"", 0.011388165786562866), (""figure"", 0.009731258854387033), (""take"", 0.008949931223559153), (""within"", 0.007679510208684216), (""good"", 0.007076422819620521), (""lay"", 0.006378729105350194)]","["""", ""as "", ""if "", ""a "", ""virgin "", ""woman "", ""can"", ""t "", ""figure "", ""out "", ""within "", ""the "", ""first "", ""5 "", ""seconds "", ""of "", ""sex "", ""how "", ""to "", ""lay "", ""there "", ""and "", ""take "", ""it "", ""and "", ""moan "", ""a "", ""little "", ""bit"", "", "", ""all "", ""they "", ""need "", ""to "", ""do "", ""for "", ""good "", ""sex"", """"]",25.0,1.0,6.0,0.24,18.0,3.0,6.0,0.6666666666666666,0.25,0.36363636363636365,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,6.0,0.24,6.0,4.0,17.0,0.6,0.2608695652173913,0.36363636363636365,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
188,sexism2022_english-8853,"[(""whores"", 0.9751083626491925), (""corporate"", -0.00292013271650714), (""4"", -0.007190804916970455)]","[""4 "", ""corporate ""]","[(""whores"", 0.07905639830996752), (""corporate"", 0.03165830866534365), (""4"", 0.021701268904570317)]","["""", ""4"", "") "", ""corporate "", ""wh"", ""ores"", """"]",2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
192,sexism2022_english-16394,"[(""cunt"", 0.5352522308537827), (""feminist"", 0.11756408399023593), (""woman"", 0.10455884184685706), (""fuck"", 0.061492274051657594), (""want"", 0.04712867181913583), (""men"", 0.036727278504074874), (""dead"", 0.03265670361933053), (""hell"", 0.032440218447015244), (""government"", 0.019064388034197452), (""barton"", -0.04281653073341828)]","[""well "", ""feminist "", ""doctor "", ""patients "", ""barton "", ""hell "", ""every "", ""woman""]","[(""feminist"", 0.022202006749134234), (""killing"", 0.014743049996101014), (""doctor"", 0.014611865012431887), (""want"", 0.013046308681720018), (""government"", 0.012592249708441264), (""cunt"", 0.011788168037762685), (""woman"", 0.010755098251552478), (""dead"", 0.009840026508310796), (""men"", 0.009481557680867154), (""hell"", 0.008750160654416422)]","["""", ""well "", ""we "", ""already "", ""had "", ""a "", ""feminist "", ""doctor "", ""killing "", ""off "", ""patients "", ""("", ""fuck "", ""you "", ""dr"", "". "", ""bart"", ""on"", "", "", ""burn "", ""in "", ""hell "", ""cunt"", "".) "", ""this "", ""is "", ""not "", ""surprising"", "". "", ""the "", ""government "", ""want "", ""the "", ""men "", ""dead"", "", "", ""and "", ""they"", ""ll "", ""get "", ""every "", ""woman "", ""in "", ""on "", ""it "", ""that "", ""they "", ""can"", ""."", """"]",13.0,2.0,2.0,0.15384615384615385,11.0,6.0,2.0,0.25,0.15384615384615385,0.1904761904761905,0.0,0.0,0.0,41.0,2.0,0.0,0.0,0.0,1.0,0.07692307692307693,1.0,9.0,12.0,0.1,0.07692307692307693,0.08695652173913043,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0
194,sexism2022_english-4766,"[(""skank"", 0.3365387395006241)]","["""", """"]","[(""skank"", 0.01319127482274669)]","["""", ""because "", ""she"", ""s "", ""a "", ""sk"", ""ank"", ""."", """"]",3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
204,sexism2022_english-4996,"[(""cock"", 0.004919478881813946), (""life"", 0.0042012692761354015), (""hard"", 0.0034993649630387738), (""much"", 0.002280084718869737), (""die"", 0.0022233296485961135), (""rode"", 0.0017308675047827138), (""habits"", -0.0012408329367461844), (""carousel"", -0.005103574494403692)]","["""", """"]","[(""die"", 0.02630317098148089), (""much"", 0.015052299525598528), (""carousel"", 0.013712747015356649), (""life"", 0.013245854553721672), (""cock"", 0.011828685925631686), (""hard"", 0.006271105514119586), (""rode"", 0.006124873711446962), (""habits"", -0.013828244721300556)]","["""", ""hab"", ""its "", ""are "", ""hard "", ""to "", ""die"", "", "", ""as "", ""much "", ""as "", ""the "", ""cock "", ""car"", ""ousel "", ""she "", ""rode "", ""all "", ""her "", ""life"", ""."", """"]",8.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,2.0,0.25,2.0,6.0,5.0,0.25,0.2857142857142857,0.26666666666666666,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
